Entry	CAZy
A0A2M9BL90	
A0A2M9BSW3	
A0A2M9C6T0	
A0A2M9CGU0	
A0A2M9CUN5	
A0A2M9CUV9	
A0A2N0TMB7	
A0A2N0TMC1	
A0A2N0TY73	
A0A2N3HF17	
A0A2N3HFN4	
A0A2N3HFQ4	
A0A2N3HFT1	
A0A2N3HMG1	
A0A2N3HWR7	
A0A2N3IBQ6	
A0A2N3MY36	
A0A2N3N0V8	
A0A2N3N5K8	
A0A2N3N7I7	
A0A2N3N899	
A0A2N3NAA3	
A0A2N3NF99	
A0A2N3NFV9	
A0A2N3NIV3	
A0A2N3NKY9	
A0A2N3RDV1	
A0A2N3RE25	
A0A2N3RE36	
A0A2N5CWD7	
A0A2N5D3I6	
A0A2N5D9C7	
A0A2N5H6A4	
A0A2N5H6J8	
A0A2N5HS82	
A0A2N5IQY2	
A0A2N5N0F3	
A0A2N5N538	
A0A2N5N6A2	
A0A2N5N6D8	
A0A2N5N6G9	
A0A2N5P949	
A0A2N5T6F5	
A0A2N5T7T8	
A0A2N5TRT6	
A0A2N5U2Q9	
A0A2N5UQ19	
A0A2N5W4T6	
A0A2N6K2P4	
A0A2N6K805	
A0A2N6KGB4	
A0A2N6L9M1	
A0A2N6LLY6	
A0A2N6LW60	
A0A2N6M5G8	
A0A2N6QQR1	
A0A2N8TQ04	
A0A2N8TYL8	
A0A2N8UGV3	
A0A2N8UHV0	
A0A2N8UJD4	
A0A2N9B8J2	
A0A2N9BCN9	
A0A2N9BIT0	
A0A2N9BJR3	
A0A2N9BJR8	
A0A2N9BJS1	
A0A2N9BLN5	
A0A2N9LUH0	
A0A2P0NZA8	
A0A2P0NZB0	
A0A2P0NZC7	
A0A2P0P0E6	
A0A2P0P0R6	
A0A2P0ZW24	
A0A2P0ZW26	
A0A2P2SXH4	
A0A2P4XGE6	
A0A2P4XIR9	
A0A2P4XKB1	
A0A2P4XP65	
A0A2P4XQP2	
A0A2P4ZAB3	
A0A2P4ZIV1	
A0A2P4ZRT1	
A0A2P4ZTQ9	
A0A2P5HEG8	
A0A2P5HHP9	
A0A2P5HJ01	
A0A2P5HP97	
A0A2P5HU90	
A0A2P5HXN9	
A0A2P5HZX5	
A0A2P5I368	
A0A2P5I5X3	
A0A2P6CEM6	
A0A2P6MLC7	
A0A2P7QKG5	
A0A2P7S182	
A0A2P7YL84	
A0A2P7YQ98	
A0A2P7YVQ4	
A0A2P7Z6C1	
A0A2P7ZCR1	
A0A2P7ZEE5	
A0A2P8C664	
A0A2P8CCQ0	
A0A2P8E9Z3	
A0A2P8H6E2	
A0A2P8HZM7	
A0A2P8I053	
A0A2P8I0M0	
A0A2P8I0Q4	
A0A2P8I188	
A0A2P8IBF9	
A0A2P8IF93	
A0A2P8IFI4	
A0A2P8IG30	
A0A2P8PVR6	
A0A2P8Q528	
A0A2P8QGS5	
A0A2R4CAF1	
A0A2R4WX18	
A0A2R4WYG1	
A0A2R4WYP1	
A0A2R4WYP9	
A0A2R4WZI6	
A0A2R4X368	
A0A2R5F5N0	
A0A2R6NJP7	
A0A2R6NSB2	
A0A2R6NZN7	
A0A2R6NZQ1	
A0A2R6NZR4	
A0A2R9STZ4	
A0A2R9T1T9	
A0A2S1LE29	
A0A2S1LHI5	
A0A2S1LHL8	
A0A2S1LHW7	
A0A2S1LJ09	
A0A2S1TZ77	
A0A2S1TZ80	
A0A2S1TZ82	
A0A2S1TZ93	
A0A2S1YKT9	
A0A2S1YTA4	
A0A2S2CWE5	
A0A2S2DTG9	
A0A2S4UM50	
A0A2S4UXC4	
A0A2S4V9W1	
A0A2S4W3Q0	
A0A2S4WKV4	
A0A2S5EK57	
A0A2S5G8W6	
A0A2S5IX91	
A0A2S5IXC5	
A0A2S5VPW2	
A0A2S6BTS0	
A0A2S6C441	
A0A2S6C7H2	
A0A2S6CAE0	
A0A2S6CCB1	
A0A2S6CHY3	
A0A2S6CMV6	
A0A2S6HTX8	
A0A2S6HXH6	
A0A2S6HZK2	
A0A2S6I037	
A0A2S6I1Q2	
A0A2S6I3X9	
A0A2S6I9A2	
A0A2S6IJ49	
A0A2S6Z0U8	
A0A2S6Z151	
A0A2S6ZUH2	
A0A2S7AF75	
A0A2S7BWL5	
A0A2S7BWX1	
A0A2S7CNU9	
A0A2S7CP23	
A0A2S7D027	
A0A2S7D0A3	
A0A2S7DBJ2	
A0A2S7DBQ7	
A0A2S7DK86	
A0A2S7IHE3	
A0A2S7IPC3	
A0A2S7KBG0	
A0A2S7MWW4	
A0A2S8R8N4	
A0A2S8R951	
A0A2S8R958	
A0A2S8RCB3	
A0A2S8RES0	
A0A2S8REY5	
A0A2S8RF04	
A0A2S9J6S3	
A0A2S9JV96	
A0A2S9VGD8	
A0A2T0GWK8	
A0A2T0JUX5	
A0A2T0JVM3	
A0A2T0JYG2	
A0A2T0JZD2	
A0A2T0K197	
A0A2T0K2K1	
A0A2T0KGL8	
A0A2T0KGR8	
A0A2T0LKB1	
A0A2T0LKZ7	
A0A2T0M422	
A0A2T0M7J2	
A0A2T0MP70	
A0A2T0MUE7	
A0A2T0MVX1	
A0A2T0Q093	
A0A2T0QAI0	
A0A2T0QD20	
A0A2T0QEV3	
A0A2T0R6D6	
A0A2T0R7P5	
A0A2T0RNY5	
A0A2T0RQM8	
A0A2T0RTP7	
A0A2T0SBE0	
A0A2T0SJ01	
A0A2T0STX2	
A0A2T0STX8	
A0A2T0SY18	
A0A2T0TFS8	
A0A2T0TGY9	
A0A2T0TGZ2	
A0A2T0TYS1	
A0A2T0U4Z7	
A0A2T0UAI7	
A0A2T0UKA2	
A0A2T0UKB8	
A0A2T0UMD7	
A0A2T0UQ23	
A0A2T0UQ29	
A0A2T0UTD0	
A0A2T0W5Z7	
A0A2T0WZH7	
A0A2T0XER2	
A0A2T0YQP1	
A0A2T1GN15	
A0A2T2N4H0	
A0A2T2N977	
A0A2T2NHH3	
A0A2T2NIT0	
A0A2T2NJB0	
A0A2T2NMF5	
A0A2T2P8L7	
A0A2T2PC89	
A0A2T2PCN2	
A0A2T2YEK8	
A0A2T2ZUG3	
A0A2T2ZUG7	
A0A2T3A1W0	
A0A2T3A542	
A0A2T3AHB7	
A0A2T3AHE2	
A0A2T3BCC5	
A0A2T3YS04	
A0A2T3YTC8	
A0A2T3YXQ6	
A0A2T3YZH0	
A0A2T3Z8L6	
A0A2T3ZPD6	
A0A2T3ZU57	
A0A2T3ZV91	
A0A2T3ZVN8	
A0A2T4A4K2	
A0A2T4A845	
A0A2T4ABP2	
A0A2T4AXT1	
A0A2T4AY84	
A0A2T4BGK4	
A0A2T4BNL6	
A0A2T4BPZ8	
A0A2T4BZZ5	
A0A2T4C1H1	
A0A2T4CGL8	
A0A2T4DFM3	
A0A2T4DHX1	
A0A2T4DPF1	
A0A2T4GGN0	
A0A2T4GTX0	
A0A2T4GYE4	
A0A2T4GZZ1	
A0A2T4H4D8	
A0A2T4H6A9	
A0A2T4UKV5	
A0A2T4UPQ7	
A0A2T4ZBC0	
A0A2T4ZDU7	
A0A2T4ZJH0	
A0A2T5C3T3	
A0A2T5C3U0	
A0A2T5C6U2	
A0A2T5GK63	
A0A2T5J9B2	
A0A2T5M551	
A0A2T5M6L3	
A0A2T5M8Z3	
A0A2T5RJI4	
A0A2T5U0W1	
A0A2T6FSD7	
A0A2T7A597	
A0A2T7A5G1	
A0A2T7WG33	
A0A2T8F5N6	
A0A2T9J7Z7	
A0A2T9JEL9	
A0A2T9JZD1	
A0A2T9K227	
A0A2T9K3W0	
A0A2U0SDN0	
A0A2U1TFL9	
A0A2U1V7I0	
A0A2U2HFX5	
A0A2U2PIV5	
A0A2U3KWU1	
A0A2U3PTX7	
A0A2U8LMQ3	
A0A2U8P0G4	
A0A2U9A144	
A0A2U9NV88	
A0A2U9NZL0	
A0A2U9P559	
A0A2U9P5D3	
A0A2U9P8V5	
A0A2U9Q8K4	
A0A2V1D1W6	
A0A2V1D4V9	
A0A2V1D8M7	
A0A2V1DB28	
A0A2V1DDG1	
A0A2V1DGU7	
A0A2V1DMD9	
A0A2V1DNP0	
A0A2V1DNY1	
A0A2V1DRZ8	
A0A2V1DWX1	
A0A2V1E043	
A0A2V1E2A2	
A0A2V1E3S5	
A0A2V1E6W1	
A0A2V1E8L3	
A0A2V1IMU6	
A0A2V1IR85	
A0A2V2BLE8	
A0A2V2YQ06	
A0A2V2YR26	
A0A2V2YSI1	
A0A2V2YSJ4	
A0A2V2YTK7	
A0A2V2YZI8	
A0A2V2Z0X9	
A0A2V2Z728	
A0A2V3PQ85	
A0A2V3PQA5	
A0A2V3PSX4	
A0A2V3W976	
A0A2V4AL08	
A0A2V4AR66	
A0A2V4BJZ3	
A0A2V4BLT4	
A0A2V4BUU9	
A0A2V4C4I4	
A0A2V4C8F1	
A0A2V4C8H4	
A0A2V4NR64	
A0A2V4NTT5	
A0A2V4NUK5	
A0A2V4NWH7	
A0A2V4QQ33	
A0A2V4V191	
A0A2V4VBG8	
A0A2V4W322	
A0A2V4W4Q3	
A0A2V4WVH4	
A0A2V5GZ61	
A0A2V5GZM7	
A0A2V5H2Z0	
A0A2V5HCQ5	
A0A2V5HHS5	
A0A2V5I9P6	
A0A2V5IE08	
A0A2V5IEW3	
A0A2V5J2R4	
A0A2V5JAQ3	
A0A2W0CA60	
A0A2W0CA78	
A0A2W0CFU4	
A0A2W0HQV5	
A0A2W1CN93	
A0A2W1CY01	
A0A2W1D2V4	
A0A2W1DDD8	
A0A2W1DVM3	
A0A2W1EKV2	
A0A2W1FZ59	
A0A2W1H932	
A0A2W1HU12	
A0A2W1L3Z5	
A0A2W1L8L5	
A0A2W1LEK4	
A0A2W1LEX3	
A0A2W1LRU0	
A0A2W1LRY7	
A0A2W1LSS1	
A0A2W2C065	
A0A2W2CJG3	
A0A2W2CT18	
A0A2W2D632	
A0A2W2DGE8	
A0A2W2ED55	
A0A2W2EEB0	
A0A2W2EG58	
A0A2W2EVP9	
A0A2W2F1U5	
A0A2W2F4M2	
A0A2W2FP85	
A0A2W4CZT3	
A0A2W5EVT2	
A0A2W5R260	
A0A2W5UYU8	
A0A2W5WMP6	
A0A2W5WP33	
A0A2W5Y7D5	
A0A2W5YFS2	
A0A2W6NCR8	
A0A2W6NCW4	
A0A2W6NHB7	
A0A2W6QAJ2	
A0A2W6QIT5	
A0A2W7ISY1	
A0A2W7MUQ0	
A0A2W7MZ41	
A0A2W7MZX8	
A0A2W7P073	
A0A2W7P5C2	
A0A2W7RHB3	
A0A2W7RLW4	
A0A2W7RLX4	
A0A2X0IHT7	
A0A2X0ISV5	
A0A2X1AG35	
A0A2X1AQR3	
A0A2X1CBZ5	
A0A2X4W4T4	
A0A2Y8ZXK7	
A0A2Y9BUZ1	
A0A2Z2K5J6	
A0A2Z2K5T8	
A0A2Z2KBZ0	
A0A2Z2NHM0	
A0A2Z2NSH8	
A0A2Z3GX81	
A0A2Z3NAJ1	
A0A2Z4G920	
A0A2Z4GG46	
A0A2Z4GHK2	
A0A2Z4IP66	
A0A2Z4IQ19	
A0A2Z4IRM3	
A0A2Z4YDJ7	
A0A2Z5AB94	
A0A2Z5G245	
A0A2Z5XER4	
A0A2Z5Z5W1	
A0A315XUV9	
A0A315XW66	
A0A315XX37	
A0A315XX68	
A0A315XZ20	
A0A315XZS9	
A0A315Y3R1	
A0A315Z943	
A0A316AHZ6	
A0A316DVF5	
A0A316DY85	
A0A316EC00	
A0A316EXB0	
A0A316F9F9	
A0A316FBU1	
A0A316FCG7	
A0A316FCP1	
A0A316FH74	
A0A316FHX6	
A0A316FJ44	
A0A316FVM4	
A0A316HF17	
A0A316HIL5	
A0A316HM82	
A0A316HME7	
A0A316HMM6	
A0A316HWY0	
A0A316V2P3	
A0A316VD11	
A0A316VFY2	
A0A316VX90	
A0A316YPF5	
A0A317D589	
A0A317D893	
A0A317DI78	
A0A317F322	
A0A317F5Q4	
A0A317F862	
A0A317FXU8	
A0A317FZ72	
A0A317G109	
A0A317G5T8	
A0A317KU78	
A0A317KX13	
A0A317KXE8	
A0A317L0W9	
A0A317QPD6	
A0A317SHD8	
A0A317V495	
A0A317V9Y7	
A0A317W447	
A0A317WD03	
A0A317WGG6	
A0A317WGT5	
A0A317WH82	
A0A317WSU8	
A0A317XEF3	
A0A318ET49	
A0A318NE61	
A0A318NGB3	
A0A318NJX9	
A0A318NNK5	
A0A318NT26	
A0A318TQ70	
A0A318XPM6	
A0A318XVL4	
A0A318Y8D9	
A0A318YH97	
A0A318YHB6	
A0A318YT51	
A0A318YTR5	
A0A318Z4Y6	
A0A318Z9R8	
A0A318ZBI8	
A0A318ZE61	
A0A318ZFA9	
A0A319A4R0	
A0A319AVS0	
A0A319B949	
A0A319BQQ7	
A0A319BSM1	
A0A319BTY4	
A0A319BUL3	
A0A319C1X2	
A0A319C3F7	
A0A319CJN3	
A0A319CRL5	
A0A319CSY5	
A0A319D363	
A0A319DY62	
A0A319E5B9	
A0A319ET35	
A0A319FE28	
A0A323V9D6	
A0A326RU24	
A0A326UAF4	
A0A327NEB7	
A0A327NSN9	
A0A327VW72	
A0A327X699	
A0A327Z4G8	
A0A327ZE26	
A0A327ZHD8	
A0A327ZIF0	
A0A327ZIQ2	
A0A328A8R0	
A0A328A9H0	
A0A328AVE9	
A0A328BMP0	
A0A328BQI6	
A0A328BXB2	
A0A328MZR5	
A0A328N493	
A0A328N544	
A0A328N753	
A0A328N7N5	
A0A328N860	
A0A328NIW3	
A0A328NKN3	
A0A328NTL2	
A0A328NUU7	
A0A328NYZ3	
A0A328P2F6	
A0A328U4T3	
A0A329DWS7	
A0A329MD09	
A0A329QHQ0	
A0A329QLB0	
A0A329QM41	
A0A329QXI9	
A0A329RRI3	
A0A329RV91	
A0A329S132	
A0A329SEU4	
A0A344L2D1	
A0A344L4B7	
A0A344LMT5	
A0A344LSD6	
A0A344UAV6	
A0A345HIP4	
A0A345I0I6	
A0A345SU14	
A0A345SV66	
A0A345T2P3	
A0A345T376	
A0A345T5A7	
A0A346D5R7	
A0A346HG58	
A0A346NKQ0	
A0A346NS37	
A0A346PXS9	
A0A356W6L9	
A0A363NT90	
A0A363P085	
A0A364KP47	
A0A364KZV9	
A0A364L076	
A0A364L8H5	
A0A364L8H9	
A0A364L8L8	
A0A364LC96	
A0A364LCP8	
A0A364LEQ6	
A0A364LV38	
A0A364M9W4	
A0A364MCM9	
A0A364MM20	
A0A364MSF2	
A0A364MSN4	
A0A364MTS0	
A0A364MU88	
A0A364MWY9	
A0A364N0P6	
A0A364N1H7	
A0A364N1Z8	
A0A364N420	
A0A364XXM1	
A0A364XZI1	
A0A364Y653	
A0A365L761	
A0A365MZL8	
A0A365N0A1	
A0A365N1B1	
A0A365N1H5	
A0A365NAB5	
A0A365NIV3	
A0A365NKJ2	
A0A365NNX8	
A0A366LDU7	
A0A366PDL3	
A0A366QI89	
A0A366QXJ5	
A0A366R3B4	
A0A366RZL6	
A0A366S230	
A0A366S360	
A0A366S5N2	
A0A367F825	
A0A367FA69	
A0A367FFI0	
A0A367RAL0	
A0A367YRA4	
A0A367YWI6	
A0A368JMB6	
A0A368JQU0	
A0A368KYG4	
A0A368LJL5	
A0A368N829	
A0A368T178	
A0A368UUQ7	
A0A368UWN1	
A0A368UYZ4	
A0A368VVP6	
A0A368VZW3	
A0A368W2Y1	
A0A368Y7I4	
A0A369B0H4	
A0A369B829	
A0A369BCY4	
A0A369BM22	
A0A369I166	
A0A369I2B4	
A0A369JV29	
A0A369JWD2	
A0A369JWR4	
A0A369JZE6	
A0A369JZH1	
A0A369JZZ9	
A0A369PW94	
A0A369Q332	
A0A369QBI7	
A0A369V073	
A0A369W3P9	
A0A370ARP8	
A0A370AYG2	
A0A370B7L0	
A0A370BSY9	
A0A370BW71	
A0A370C1E3	
A0A370C1V6	
A0A370C9A3	
A0A370C9Q4	
A0A370CEL3	
A0A370CGT2	
A0A370K8C9	
A0A370P3Y8	
A0A370P507	
A0A370P9J2	
A0A370PBT6	
A0A370PCK9	
A0A370PWL1	
A0A370TCV2	
A0A370TDC6	
A0A370TIF7	
A0A370TJX9	
A0A370TLU9	
A0A370TTS9	
A0A370TZI1	
A0A370U003	
A0A370X8E8	
A0A370XA23	
A0A371AUB0	
A0A371CZH5	
A0A371CZH8	
A0A371D7K1	
A0A371D7Z1	
A0A371DX30	
A0A371DX79	
A0A371JDV1	
A0A371JKL8	
A0A371NP99	
A0A371R8I7	
A0A371X593	
A0A372FYA0	
A0A372G3B3	
A0A372G406	
A0A372IKQ0	
A0A372IL10	
A0A378T679	
A0A378U7C9	
A0A378XZ21	
A0A378Y5A3	
A0A380RUH6	
A0A380RUZ7	
A0A380RWD5	
A0A380RWD6	
A0A380S4V2	
A0A380S5I9	
A0A380S5R4	
A0A380S7Z4	
A0A380S848	
A0A380S8A8	
A0A380S8X9	
A0A380W7Y5	
A0A380YJ17	
A0A380YKV1	
A0A380YPZ5	
A0A380Z964	
A0A380ZMB9	
A0A383V525	
A0A384JC72	
A0A384JI32	
A0A385DKL7	
A0A385T0P7	
A0A385TKR6	
A0A385TSW5	
A0A385TXV9	
A0A385TZG8	
A0A386HPZ8	
A0A386HQR4	
A0A386HRZ8	
A0A386WGE7	
A0A386WHJ8	
A0A386WI44	
A0A386WIZ7	
A0A386WKT1	
A0A386YUA3	
A0A387B2B6	
A0A387B3P2	
A0A387BE29	
A0A387BEX6	
A0A387BJZ9	
A0A387BVE1	
A0A387BW02	
A0A387HMW9	
A0A395GM32	
A0A395HA57	
A0A395HGS3	
A0A395HJW1	
A0A395I063	
A0A395I7Y7	
A0A395ICY7	
A0A395ID11	
A0A395IIA2	
A0A395J521	
A0A395JLK2	
A0A395JLN9	
A0A395M5E8	
A0A395M6Q1	
A0A395MH80	
A0A395MKC9	
A0A395MKT9	
A0A395MM20	
A0A395MWP4	
A0A395N3I5	
A0A395NMU9	
A0A395NRJ5	
A0A395RFU1	
A0A395RFX2	
A0A395RK16	
A0A395RLP1	
A0A395RV31	
A0A395S0C4	
A0A395S0E9	
A0A395S478	
A0A395S4I8	
A0A395SAQ9	
A0A395SDC3	
A0A395SH15	
A0A395T0M0	
A0A395T0T8	
A0A395UY48	
A0A395W350	
A0A395W456	
A0A395W6I6	
A0A395ZKB3	
A0A396RMB9	
A0A397GC92	
A0A397GXP8	
A0A397H2U3	
A0A397H6V3	
A0A397H9V3	
A0A399D0M9	
A0A399D1T4	
A0A399E175	
A0A399EK45	
A0A399EQ02	
A0A399F3F8	
A0A399F535	
A0A399FVC0	
A0A399J0Z4	
A0A399NHE5	
A0A399NSH7	
A0A399Q0U7	
A0A399Q874	
A0A399SSY1	
A0A399T9B5	
A0A3A1NK35	
A0A3A1U2I4	
A0A3A1UML7	
A0A3A1UR62	
A0A3A1USP6	
A0A3A1VE62	
A0A3A1VEB3	
A0A3A1VQG6	
A0A3A1WJX7	
A0A3A2ZH61	
A0A3A2ZQT5	
A0A3A2ZUZ0	
A0A3A3ZHK1	
A0A3A3ZHN6	
A0A3A4KEF2	
A0A3A5MFW9	
A0A3A5MGI9	
A0A3A9JA35	
A0A3A9WCR5	
A0A3A9WFZ4	
A0A3A9WIQ6	
A0A3A9YVQ5	
A0A3A9ZAS9	
A0A3A9ZB97	
A0A3A9ZES9	
A0A3A9ZFG2	
A0A3A9ZJ01	
A0A3A9ZPQ7	
A0A3A9ZQV5	
A0A3A9ZTD1	
A0A3B0A456	
A0A3B0FAV5	
A0A3B0FUC8	
A0A3B7MFI9	
A0A3B7MXV6	
A0A3B7N9W9	
A0A3B9L1A5	
A0A3D2SAL2	
A0A3D2SDH0	
A0A3D2SEH5	
A0A3D2X3V2	
A0A3D2X4A2	
A0A3D2X718	
A0A3D5IX31	
A0A3D5J7H1	
A0A3D8LB91	
A0A3D8LBB8	
A0A3D8LIB8	
A0A3D8Q457	
A0A3D8Q7Q0	
A0A3D8Q7U6	
A0A3D8QAU5	
A0A3D8QFT2	
A0A3D8QJD5	
A0A3D8QKF7	
A0A3D8QTF0	
A0A3D8QYJ3	
A0A3D8R2F4	
A0A3D8R8W2	
A0A3D8R9A4	
A0A3D8RUS2	
A0A3D8S590	
A0A3D8SCI8	
A0A3D8SD84	
A0A3D8SNU0	
A0A3D8SSQ5	
A0A3D8VHY0	
A0A3D8VIQ0	
A0A3D8YGP6	
A0A3D8YHE3	
A0A3D9CRD8	
A0A3D9DMT3	
A0A3D9EUL8	
A0A3D9HRA7	
A0A3D9HUN3	
A0A3D9I0X0	
A0A3D9IQW4	
A0A3D9IU44	
A0A3D9R336	
A0A3D9RK87	
A0A3D9SIK5	
A0A3D9ZAM0	
A0A3D9ZNK0	
A0A3D9ZP68	
A0A3D9ZR73	
A0A3D9ZRQ8	
A0A3D9ZS37	
A0A3D9ZT61	
A0A3E0A1A3	
A0A3E0DY45	
A0A3E0ER48	
A0A3E0GTR7	
A0A3E0GVT1	
A0A3E0GW76	
A0A3E0GX37	
A0A3E0GXR0	
A0A3E1BHM9	
A0A3E1KED1	
A0A3E1KED9	
A0A3E1NEK7	
A0A3E1NY20	
A0A3E1Y2D3	
A0A3E1YGV3	
A0A3E2GRY6	
A0A3E2GXE8	
A0A3E2H5D7	
A0A3E2H8C3	
A0A3E2HM07	
A0A3E2NDI4	
A0A3E2NFT9	
A0A3E3DGE3	
A0A3E3I7Z1	
A0A3E4EEI3	
A0A3E4K9Y0	
A0A3E4KPA9	
A0A3E4KZY6	
A0A3E4UU82	
A0A3E5B2L8	
A0A3E5BCU9	
A0A3E5BD10	
A0A3F2RBV7	
A0A3F2RKC6	
A0A3F3PJC5	
A0A3F3PQI5	
A0A3F3PUW4	
A0A3F3Q140	
A0A3F3Q7J3	
A0A3F3QEI0	
A0A3G1PY66	
A0A3G2J795	
A0A3G2J7U7	
A0A3G2JGW2	
A0A3G2L247	
A0A3G2WJY4	
A0A3G3K1B8	
A0A3G8LUK1	
A0A3G8LUL5	
A0A3G8LX28	
A0A3G9G2K5	
A0A3G9G4P6	
A0A3G9G9L1	
A0A3L6MV95	
A0A3L6MVB3	
A0A3L6MX72	
A0A3L6MXF6	
A0A3L6MXV5	
A0A3L6N2V5	
A0A3L6NF47	
A0A3L6NRV2	
A0A3L6NYD3	
A0A3L7A0I6	
A0A3L7Z2B1	
A0A3L8A8L8	
A0A3L8QXS3	
A0A3L8RAF7	
A0A3M0IDA4	
A0A3M0IZV1	
A0A3M2J086	
A0A3M2L5V5	
A0A3M2LAU1	
A0A3M2LUI3	
A0A3M2LVZ1	
A0A3M2RHE4	
A0A3M2RR28	
A0A3M2RVG5	
A0A3M2SFG9	
A0A3M2SH06	
A0A3M2SRL2	
A0A3M3AR83	
A0A3M3F9V6	
A0A3M3W106	
A0A3M3ZLZ4	
A0A3M4PCU9	
A0A3M4UKD4	
A0A3M4YM53	
A0A3M4YSZ3	
A0A3M5GAG8	
A0A3M5GJJ7	
A0A3M5JZC7	
A0A3M5WTI0	
A0A3M5WZB0	
A0A3M5ZY36	
A0A3M6AQS7	
A0A3M6CK51	
A0A3M6F8L5	
A0A3M6V894	
A0A3M6V8A7	
A0A3M6W051	
A0A3M6W699	
A0A3M6W7G0	
A0A3M6WAR9	
A0A3M6WBN0	
A0A3M6WBY1	
A0A3M6WMA8	
A0A3M6WW32	
A0A3M6WX93	
A0A3M6XRH7	
A0A3M6XTD2	
A0A3M6XUZ4	
A0A3M6XV27	
A0A3M6XXX8	
A0A3M6XYJ8	
A0A3M6XZH4	
A0A3M6XZP5	
A0A3M6Y1J7	
A0A3M6Y1Q0	
A0A3M6Y3C7	
A0A3M6Y4M6	
A0A3M6YQT6	
A0A3M6YR51	
A0A3M6ZF61	
A0A3M6ZKK8	
A0A3M6ZVM5	
A0A3M6ZYZ0	
A0A3M7A242	
A0A3M7A3T7	
A0A3M7ACR2	
A0A3M7AHG2	
A0A3M7AJ53	
A0A3M7ARX8	
A0A3M7B1I6	
A0A3M7BGA5	
A0A3M7BHX9	
A0A3M7BJB9	
A0A3M7BR37	
A0A3M7BRD2	
A0A3M7BRV8	
A0A3M7BSU4	
A0A3M7BT55	
A0A3M7BVN0	
A0A3M7CDV0	
A0A3M7CFY4	
A0A3M7CGZ1	
A0A3M7CSD9	
A0A3M7CUP6	
A0A3M7CXY1	
A0A3M7D117	
A0A3M7D2P1	
A0A3M7D348	
A0A3M7D5X8	
A0A3M7DG04	
A0A3M7DJE6	
A0A3M7DQ96	
A0A3M7DRT6	
A0A3M7DUC9	
A0A3M7DZK5	
A0A3M7E2D9	
A0A3M7E631	
A0A3M7E752	
A0A3M7E8Z9	
A0A3M7EB14	
A0A3M7EBL1	
A0A3M7EC48	
A0A3M7EDU1	
A0A3M7ELR7	
A0A3M7ENC2	
A0A3M7EU10	
A0A3M7EW85	
A0A3M7F453	
A0A3M7F7I1	
A0A3M7FAX9	
A0A3M7FMC1	
A0A3M7FRS1	
A0A3M7FUQ2	
A0A3M7FXG1	
A0A3M7G2X7	
A0A3M7G411	
A0A3M7G511	
A0A3M7G5H3	
A0A3M7GEN4	
A0A3M7GNZ1	
A0A3M7GSV6	
A0A3M7H0P0	
A0A3M7H1A5	
A0A3M7H7X2	
A0A3M7HBU1	
A0A3M7HEW9	
A0A3M7HGM7	
A0A3M7HM64	
A0A3M7HQG3	
A0A3M7HSX9	
A0A3M7HVI9	
A0A3M7I030	
A0A3M7I0B8	
A0A3M7I3M7	
A0A3M7I3Q9	
A0A3M7IDQ2	
A0A3M7IYW5	
A0A3M7J090	
A0A3M7J2F5	
A0A3M7J3V3	
A0A3M7J5B2	
A0A3M7J619	
A0A3M7J6V8	
A0A3M7J7A3	
A0A3M7J8P9	
A0A3M7LY61	
A0A3M7LZ44	
A0A3M7M2H5	
A0A3M7ME16	
A0A3M7ME97	
A0A3M7MF36	
A0A3M8EZ09	
A0A3M8F757	
A0A3M8FE35	
A0A3M8W2E7	
A0A3M8WKB9	
A0A3M8WMZ0	
A0A3M9MNR0	
A0A3M9MNU6	
A0A3M9MUG6	
A0A3M9MW53	
A0A3M9NFJ0	
A0A3M9NH08	
A0A3M9Y069	
A0A3M9Y3E2	
A0A3M9YCE1	
A0A3M9YD45	
A0A3M9YDU4	
A0A3M9YF37	
A0A3M9YFP7	
A0A3M9YI73	
A0A3N0C0Z9	
A0A3N0ED55	
A0A3N0EFK5	
A0A3N1G9L9	
A0A3N1G9X9	
A0A3N1G9Y3	
A0A3N1GXS2	
A0A3N1GZ22	
A0A3N1GZ82	
A0A3N1GZN5	
A0A3N1H029	
A0A3N1H0C9	
A0A3N1H0P8	
A0A3N1H0X6	
A0A3N1H3H2	
A0A3N1HI29	
A0A3N1HI38	
A0A3N1HIM9	
A0A3N1HJD2	
A0A3N1NIW5	
A0A3N1NTT7	
A0A3N1NU98	
A0A3N1NWA8	
A0A3N1NY07	
A0A3N1NYN2	
A0A3N1P0D9	
A0A3N2B9H0	
A0A3N2BEF7	
A0A3N2PKT5	
A0A3N2PPU9	
A0A3N2PTF8	
A0A3N2PUL3	
A0A3N2PV81	
A0A3N2Q3G8	
A0A3N2Q5V1	
A0A3N2Q862	
A0A3N4HNU2	
A0A3N4I902	
A0A3N4I9Q9	
A0A3N4IAN2	
A0A3N4IAS6	
A0A3N4IB66	
A0A3N4IB99	
A0A3N4IDK8	
A0A3N4IKN7	
A0A3N4JLG3	
A0A3N4JMP5	
A0A3N4KZG4	
A0A3N4L390	
A0A3N4L3Q5	
A0A3N4R7D3	
A0A3N4R8G9	
A0A3N4RB89	
A0A3N4RC87	
A0A3N4RRJ6	
A0A3N4VDZ2	
A0A3N4VN11	
A0A3N4YG03	
A0A3N4YIP6	
A0A3N4YMY9	
A0A3N4YRX3	
A0A3N4ZLD4	
A0A3N4ZPL1	
A0A3N4ZQE1	
A0A3N5CPM1	
